 ,model,top_speed_kmh,battery_capacity_kWh,number_of_cells,torque_nm,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,volume,battery/volume, size sum,battery/size
Mercedes-Benz,CLA 250+,210,85.0,277.0,335,565,6.7,235.0,CCS,1500,405,5,RWD,D - Large,4723,1855,1468,Sedan,https://ev-database.org/car/3139/Mercedes-Benz-CLA-250plus,12.86139022,6.608927849,8.046,10.56425553
Mercedes-Benz,CLA 350 4MATIC,210,85.0,290.0,515,550,4.9,235.0,CCS,1800,405,5,AWD,D - Large,4723,1855,1468,Sedan,https://ev-database.org/car/3140/Mercedes-Benz-CLA-350-4MATIC,12.86139022,6.608927849,8.046,10.56425553
Mercedes-Benz,EQA 250,160,66.0,300.0,385,395,8.6,100.0,CCS,1500,340,5,FWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1984/Mercedes-Benz-EQA-250,13.25993004,4.977401826,7.917,8.336491095
Mercedes-Benz,EQA 250+,160,70.0,305.0,385,420,8.6,90.0,CCS,1500,340,5,FWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1985/Mercedes-Benz-EQA-250plus,13.25993004,5.279062543,7.917,8.84173298
Mercedes-Benz,EQA 300 4MATIC,160,66.0,300.0,390,350,7.7,100.0,CCS,1800,340,5,AWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1986/Mercedes-Benz-EQA-300-4MATIC,13.25993004,4.977401826,7.917,8.336491095
Mercedes-Benz,EQA 350 4MATIC,160,66.0,300.0,520,350,6.0,100.0,CCS,1800,340,5,AWD,JC - Medium,4463,1834,1620,SUV,https://ev-database.org/car/1987/Mercedes-Benz-EQA-350-4MATIC,13.25993004,4.977401826,7.917,8.336491095
Mercedes-Benz,EQB 250+,160,70.0,221.0,385,415,8.9,90.0,CCS,1400,495,7,FWD,JC - Medium,4684,1834,1667,SUV,https://ev-database.org/car/1988/Mercedes-Benz-EQB-250plus,14.32029015,4.888169112,8.185,8.552229688
Mercedes-Benz,EQB 300 4MATIC,160,66.0,300.0,390,345,8.0,100.0,CCS,1700,495,7,AWD,JC - Medium,4684,1834,1667,SUV,https://ev-database.org/car/1989/Mercedes-Benz-EQB-300-4MATIC,14.32029015,4.608845163,8.185,8.063530849
Mercedes-Benz,EQB 350 4MATIC,160,66.0,300.0,520,345,6.2,100.0,CCS,1700,495,7,AWD,JC - Medium,4684,1834,1667,SUV,https://ev-database.org/car/1990/Mercedes-Benz-EQB-350-4MATIC,14.32029015,4.608845163,8.185,8.063530849
Mercedes-Benz,EQE 300,210,89.0,197.0,550,525,7.3,120.0,CCS,750,430,5,RWD,E - Executive,4946,1906,1503,Sedan,https://ev-database.org/car/2204/Mercedes-Benz-EQE-300,14.16889523,6.281364818,8.355,10.65230401
Mercedes-Benz,EQE 350 4MATIC,210,91.0,360.0,765,515,6.3,141.0,CCS,1700,430,5,AWD,E - Executive,4946,1906,1503,Sedan,https://ev-database.org/car/2206/Mercedes-Benz-EQE-350-4MATIC,14.16889523,6.422519084,8.355,10.89168163
Mercedes-Benz,EQE 350+,210,96.0,197.0,565,555,6.5,141.0,CCS,750,430,5,RWD,E - Executive,4946,1906,1510,Sedan,https://ev-database.org/car/2205/Mercedes-Benz-EQE-350plus,14.23488476,6.743995587,8.362,11.48050706
Mercedes-Benz,EQE 500 4MATIC,210,91.0,360.0,858,505,4.7,141.0,CCS,1700,430,5,AWD,E - Executive,4946,1906,1503,Sedan,https://ev-database.org/car/2207/Mercedes-Benz-EQE-500-4MATIC,14.16889523,6.422519084,8.355,10.89168163
Mercedes-Benz,EQE AMG 43 4MATIC,210,91.0,360.0,858,450,4.2,141.0,CCS,1700,430,5,AWD,E - Executive,4964,1906,1495,Sedan,https://ev-database.org/car/2208/Mercedes-Benz-EQE-AMG-43-4MATIC,14.14476908,6.433473709,8.365,10.87866109
Mercedes-Benz,EQE AMG 53 4MATIC+,220,91.0,360.0,950,450,3.5,141.0,CCS,1700,430,5,AWD,E - Executive,4964,1906,1495,Sedan,https://ev-database.org/car/2209/Mercedes-Benz-EQE-AMG-53-4MATICplus,14.14476908,6.433473709,8.365,10.87866109
Mercedes-Benz,EQE SUV 300,210,91.0,247.0,550,450,7.6,141.0,CCS,750,520,5,RWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2045/Mercedes-Benz-EQE-SUV-300,15.8966607,5.724472688,8.488,10.72101791
Mercedes-Benz,EQE SUV 350 4MATIC,210,91.0,351.0,765,435,6.6,141.0,CCS,1800,520,5,AWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2047/Mercedes-Benz-EQE-SUV-350-4MATIC,15.8966607,5.724472688,8.488,10.72101791
Mercedes-Benz,EQE SUV 350+,210,96.0,220.0,565,475,6.9,141.0,CCS,750,520,5,RWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2046/Mercedes-Benz-EQE-SUV-350plus,15.8966607,6.039004154,8.488,11.31008483
Mercedes-Benz,EQE SUV 500 4MATIC,210,96.0,367.0,858,455,4.9,141.0,CCS,1800,520,5,AWD,JE - Executive,4863,1940,1685,SUV,https://ev-database.org/car/2048/Mercedes-Benz-EQE-SUV-500-4MATIC,15.8966607,6.039004154,8.488,11.31008483
Mercedes-Benz,EQE SUV AMG 43 4MATIC,210,91.0,360.0,858,425,4.3,141.0,CCS,1800,520,5,AWD,JE - Executive,4879,1940,1672,SUV,https://ev-database.org/car/1763/Mercedes-Benz-EQE-SUV-AMG-43-4MATIC,15.82591472,5.750062578,8.491,10.71723001
Mercedes-Benz,EQE SUV AMG 53 4MATIC+,240,91.0,360.0,1000,420,3.5,141.0,CCS,1800,520,5,AWD,JE - Executive,4879,1940,1672,SUV,https://ev-database.org/car/1764/Mercedes-Benz-EQE-SUV-AMG-53-4MATICplus,15.82591472,5.750062578,8.491,10.71723001
Mercedes-Benz,EQS 350,210,96.0,360.0,565,570,6.7,130.0,CCS,750,620,5,RWD,F - Luxury,5223,1926,1512,Sedan,https://ev-database.org/car/2155/Mercedes-Benz-EQS-350,15.20996098,6.311653275,8.661,11.08417042
Mercedes-Benz,EQS 450 4MATIC,210,118.0,2527.0,800,655,5.7,160.0,CCS,1700,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2194/Mercedes-Benz-EQS-450-4MATIC,15.27031796,7.727409493,8.667,13.61486097
Mercedes-Benz,EQS 450+,210,118.0,251.0,568,685,6.2,160.0,CCS,750,620,5,RWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2193/Mercedes-Benz-EQS-450plus,15.27031796,7.727409493,8.667,13.61486097
Mercedes-Benz,EQS 500 4MATIC,210,118.0,2523.0,828,640,4.9,160.0,CCS,1700,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2195/Mercedes-Benz-EQS-500-4MATIC,15.27031796,7.727409493,8.667,13.61486097
Mercedes-Benz,EQS 580 4MATIC,210,118.0,2523.0,858,640,4.4,160.0,CCS,1700,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2196/Mercedes-Benz-EQS-580-4MATIC,15.27031796,7.727409493,8.667,13.61486097
Mercedes-Benz,EQS AMG 53 4MATIC+,250,118.0,2520.0,1020,585,3.4,160.0,CCS,1700,620,5,AWD,F - Luxury,5223,1926,1518,Sedan,https://ev-database.org/car/2197/Mercedes-Benz-EQS-AMG-53-4MATICplus,15.27031796,7.727409493,8.667,13.61486097
Mercedes-Benz,EQS SUV 450 4MATIC,210,118.0,269.0,800,530,6.1,160.0,CCS,1800,645,7,AWD,JF - Luxury,5125,1959,1718,SUV,https://ev-database.org/car/2088/Mercedes-Benz-EQS-SUV-450-4MATIC,17.24850525,6.841172513,8.802,13.40604408
Mercedes-Benz,EQS SUV 450+,210,118.0,251.0,568,540,6.8,160.0,CCS,750,645,7,RWD,JF - Luxury,5125,1959,1718,SUV,https://ev-database.org/car/2087/Mercedes-Benz-EQS-SUV-450plus,17.24850525,6.841172513,8.802,13.40604408
Mercedes-Benz,EQS SUV 500 4MATIC,210,118.0,269.0,828,530,5.3,160.0,CCS,1800,645,7,AWD,JF - Luxury,5125,1959,1718,SUV,https://ev-database.org/car/2089/Mercedes-Benz-EQS-SUV-500-4MATIC,17.24850525,6.841172513,8.802,13.40604408
Mercedes-Benz,EQS SUV 580 4MATIC,210,118.0,363.0,858,530,4.7,160.0,CCS,1800,526,7,AWD,JF - Luxury,5125,1959,1718,SUV,https://ev-database.org/car/2090/Mercedes-Benz-EQS-SUV-580-4MATIC,17.24850525,6.841172513,8.802,13.40604408
Mercedes-Benz,EQS SUV Maybach 680,210,118.0,338.0,950,490,4.4,160.0,CCS,1800,440,4,AWD,JF - Luxury,5125,1959,1725,SUV,https://ev-database.org/car/2086/Mercedes-Benz-EQS-SUV-Maybach-680,17.31878438,6.813411233,8.809,13.39539108
Mercedes-Benz,EQT 200 Long,132,45.0,3571.0,245,220,13.3,50.0,CCS,1500,828,7,FWD,N - Passenger Van,4922,1859,1811,Small Passenger Van,https://ev-database.org/car/2239/Mercedes-Benz-EQT-200-Long,16.57064638,2.715645423,8.592,5.237430168
Mercedes-Benz,EQT 200 Standard,132,45.0,229.0,245,225,12.6,50.0,CCS,1500,551,5,FWD,N - Passenger Van,4498,1859,1819,Small Passenger Van,https://ev-database.org/car/1908/Mercedes-Benz-EQT-200-Standard,15.21008146,2.958564037,8.176,5.503913894
Mercedes-Benz,EQV 250 Extra-Long,160,60.0,192.0,365,210,12.0,60.0,CCS,0,1410,7,FWD,N - Passenger Van,5370,1928,1911,Small Passenger Van,https://ev-database.org/car/2130/Mercedes-Benz-EQV-250-Extra-Long,19.78527096,3.032558923,9.209,6.515365403
Mercedes-Benz,EQV 250 Long,160,60.0,192.0,365,215,12.0,60.0,CCS,0,1030,7,FWD,N - Passenger Van,5140,1928,1910,Small Passenger Van,https://ev-database.org/car/2129/Mercedes-Benz-EQV-250-Long,18.9279472,3.169915859,8.978,6.683002896
Mercedes-Benz,EQV 300 Extra-Long,140,90.0,288.0,365,315,12.2,96.0,CCS,0,1410,7,FWD,N - Passenger Van,5370,1928,1901,Small Passenger Van,https://ev-database.org/car/2274/Mercedes-Benz-EQV-300-Extra-Long,19.68173736,4.572767046,9.199,9.783672138
Mercedes-Benz,EQV 300 Long,160,90.0,288.0,365,320,12.1,96.0,CCS,0,1030,7,FWD,N - Passenger Van,5140,1928,1901,Small Passenger Van,https://ev-database.org/car/2131/Mercedes-Benz-EQV-300-Long,18.83875792,4.777385026,8.969,10.0345635
Mercedes-Benz,G 580,180,116.0,216.0,1164,360,4.7,150.0,CCS,0,555,5,AWD,JF - Luxury,4624,1931,1986,SUV,https://ev-database.org/car/2192/Mercedes-Benz-G-580,17.73288278,6.541519583,8.541,13.58154783
Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,160,60.0,192.0,360,215,12.0,60.0,CCS,0,1390,8,FWD,N - Passenger Van,5370,1928,1890,Small Passenger Van,https://ev-database.org/car/2139/Mercedes-Benz-eVito-Tourer-Extra-Long-60-kWh,19.5678504,3.066254022,9.188,6.530256857
Mercedes-Benz,eVito Tourer Long 60 kWh,160,60.0,192.0,360,220,12.0,60.0,CCS,0,990,8,FWD,N - Passenger Van,5140,1928,1890,Small Passenger Van,https://ev-database.org/car/2138/Mercedes-Benz-eVito-Tourer-Long-60-kWh,18.7297488,3.203459942,8.958,6.697923644
Mercedes-Benz,eVito Tourer Long 90 kWh,160,90.0,288.0,360,325,12.1,96.0,CCS,0,990,8,FWD,N - Passenger Van,5140,1928,1890,Small Passenger Van,https://ev-database.org/car/2140/Mercedes-Benz-eVito-Tourer-Long-90-kWh,18.7297488,4.805189913,8.958,10.04688547
Mini,Aceman E,160,38.0,152.0,290,230,7.9,60.0,CCS,750,300,5,FWD,JB - Compact,4079,1754,1514,SUV,https://ev-database.org/car/2190/Mini-Aceman-E,10.83201292,3.508119891,7.347,5.172179121
Mini,Aceman JCW,200,49.0,176.0,350,280,6.4,75.0,CCS,750,300,5,FWD,JB - Compact,4079,1754,1514,SUV,https://ev-database.org/car/3059/Mini-Aceman-JCW,10.83201292,4.523628281,7.347,6.669388866
Mini,Aceman SE,170,49.0,152.0,330,290,7.1,75.0,CCS,750,300,5,FWD,JB - Compact,4079,1754,1514,SUV,https://ev-database.org/car/2191/Mini-Aceman-SE,10.83201292,4.523628281,7.347,6.669388866
Mini,Cooper E,160,37.0,182.0,290,250,7.3,60.0,CCS,0,200,4,FWD,B - Compact,3858,1756,1460,Hatchback,https://ev-database.org/car/1997/Mini-Cooper-E,9.89098608,3.740779706,7.074,5.230421261
Mini,Cooper JCW,200,49.0,158.0,350,290,5.9,75.0,CCS,0,200,4,FWD,B - Compact,3858,1756,1460,Hatchback,https://ev-database.org/car/3058/Mini-Cooper-JCW,9.89098608,4.954005557,7.074,6.926774102
Mini,Cooper SE,170,49.0,171.0,330,330,6.7,75.0,CCS,0,200,4,FWD,B - Compact,3858,1756,1460,Hatchback,https://ev-database.org/car/1998/Mini-Cooper-SE,9.89098608,4.954005557,7.074,6.926774102
Mini,Countryman E,170,65.0,112.0,250,380,8.6,94.0,CCS,750,460,5,FWD,JC - Medium,4433,1843,1656,SUV,https://ev-database.org/car/1994/Mini-Countryman-E,13.52955146,4.804298219,7.932,8.194654564
Mini,Countryman SE ALL4,180,65.0,226.0,494,365,5.6,94.0,CCS,1200,460,5,AWD,JC - Medium,4433,1843,1656,SUV,https://ev-database.org/car/1995/Mini-Countryman-SE-ALL4,13.52955146,4.804298219,7.932,8.194654564
NIO,EL6 Long Range,200,90.0,96.0,700,435,4.5,135.0,CCS,1200,579,5,AWD,JE - Executive,4854,1995,1703,SUV,https://ev-database.org/car/1922/NIO-EL6-Long-Range,16.49139219,5.457392497,8.552,10.52385407
NIO,EL6 Standard Range,200,74.0,118.0,700,365,4.5,110.0,CCS,1200,579,5,AWD,JE - Executive,4854,1995,1703,SUV,https://ev-database.org/car/1921/NIO-EL6-Standard-Range,16.49139219,4.487189386,8.552,8.652946679
NIO,EL7 Long Range,200,90.0,96.0,850,430,3.9,100.0,CCS,2000,570,5,AWD,JF - Luxury,4912,1987,1720,SUV,https://ev-database.org/car/1789/NIO-EL7-Long-Range,16.78744768,5.361148503,8.619,10.44204664
NIO,EL7 Standard Range,200,74.0,118.0,850,355,3.9,110.0,CCS,2000,570,5,AWD,JF - Luxury,4912,1987,1720,SUV,https://ev-database.org/car/1788/NIO-EL7-Standard-Range,16.78744768,4.408055436,8.619,8.585682794
NIO,EL8 Long Range,200,90.0,96.0,850,440,4.1,190.0,CCS,2000,265,6,AWD,JF - Luxury,5099,1989,1750,SUV,https://ev-database.org/car/2223/NIO-EL8-Long-Range,17.74834425,5.070895557,8.838,10.18329939
NIO,EL8 Standard Range,200,74.0,118.0,850,360,4.1,110.0,CCS,2000,265,6,AWD,JF - Luxury,5099,1989,1750,SUV,https://ev-database.org/car/2222/NIO-EL8-Standard-Range,17.74834425,4.169403013,8.838,8.372935053
NIO,ET5 Long Range,200,90.0,96.0,700,500,4.0,100.0,CCS,1400,386,5,AWD,E - Executive,4790,1960,1499,Sedan,https://ev-database.org/car/1787/NIO-ET5-Long-Range,14.0732116,6.395128742,8.249,10.91041338
NIO,ET5 Standard Range,200,74.0,118.0,700,410,4.0,110.0,CCS,1400,386,5,AWD,E - Executive,4790,1960,1499,Sedan,https://ev-database.org/car/1786/NIO-ET5-Standard-Range,14.0732116,5.258216966,8.249,8.970784337
NIO,ET5 Touring Long Range,200,90.0,96.0,700,485,4.0,135.0,CCS,1400,450,5,AWD,E - Executive,4790,1960,1499,Station/Estate,https://ev-database.org/car/1916/NIO-ET5-Touring-Long-Range,14.0732116,6.395128742,8.249,10.91041338
NIO,ET5 Touring Standard Range,200,74.0,118.0,700,400,4.0,110.0,CCS,1400,450,5,AWD,E - Executive,4790,1960,1499,Station/Estate,https://ev-database.org/car/1915/NIO-ET5-Touring-Standard-Range,14.0732116,5.258216966,8.249,8.970784337
NIO,ET7 Long Range,200,90.0,96.0,850,505,3.8,100.0,CCS,2000,363,5,AWD,F - Luxury,5101,1987,1509,Sedan,https://ev-database.org/car/1752/NIO-ET7-Long-Range,15.29475168,5.884371441,8.597,10.46876817
NIO,ET7 Standard Range,200,74.0,118.0,850,415,3.8,110.0,CCS,2000,363,5,AWD,F - Luxury,5101,1987,1509,Sedan,https://ev-database.org/car/1751/NIO-ET7-Standard-Range,15.29475168,4.838260963,8.597,8.607653833
Nissan,Ariya 63kWh,160,63.0,128.0,300,335,7.5,90.0,CCS,750,468,5,FWD,JC - Medium,4595,1850,1660,SUV,https://ev-database.org/car/1301/Nissan-Ariya-63kWh,14.111245,4.464524569,8.105,7.772979642
Nissan,Ariya 87kWh,160,87.0,128.0,300,450,7.6,110.0,CCS,750,468,5,FWD,JC - Medium,4595,1850,1660,SUV,https://ev-database.org/car/1302/Nissan-Ariya-87kWh,14.111245,6.165295833,8.105,10.73411474
Nissan,Ariya e-4ORCE 87kWh - 225 kW,200,87.0,302.0,600,405,5.7,110.0,CCS,1500,415,5,AWD,JC - Medium,4595,1850,1660,SUV,https://ev-database.org/car/1304/Nissan-Ariya-e-4ORCE-87kWh---225-kW,14.111245,6.165295833,8.105,10.73411474
Nissan,Ariya e-4ORCE 87kWh - 320 kW Nismo,200,87.0,2542.0,600,385,5.0,110.0,CCS,1300,415,5,AWD,JC - Medium,4655,1850,1660,SUV,https://ev-database.org/car/3074/Nissan-Ariya-e-4ORCE-87kWh---320-kW-Nismo,14.295505,6.085829077,8.165,10.65523576
Nissan,Townstar EV Passenger,132,45.0,3571.0,245,225,12.6,50.0,CCS,1500,819,5,FWD,N - Passenger Van,4488,1860,1838,Small Passenger Van,https://ev-database.org/car/2042/Nissan-Townstar-EV-Passenger,15.34303584,2.932926734,8.186,5.497190325
Nissan,Townstar EV Passenger L2,130,45.0,3571.0,245,220,13.3,50.0,CCS,1500,819,7,FWD,N - Passenger Van,4911,1860,1815,Small Passenger Van,https://ev-database.org/car/3084/Nissan-Townstar-EV-Passenger-L2,16.5790449,2.714269747,8.586,5.241090147
Omoda,E5,172,61.0,198.0,340,345,7.6,60.0,CCS,914,380,5,FWD,JC - Medium,4424,1830,1588,SUV,https://ev-database.org/car/3046/Omoda-E5,12.85632096,4.744747754,7.842,7.778627901
Opel,Astra Electric,170,51.0,102.0,270,320,9.2,85.0,CCS,0,352,5,FWD,C - Medium,4374,1860,1470,Hatchback,https://ev-database.org/car/1792/Opel-Astra-Electric,11.9593908,4.264431262,7.704,6.619937695
Opel,Astra Sports Tourer Electric,170,51.0,102.0,270,310,9.3,85.0,CCS,0,516,5,FWD,C - Medium,4642,1860,1480,Station/Estate,https://ev-database.org/car/1793/Opel-Astra-Sports-Tourer-Electric,12.7784976,3.991079515,7.982,6.389376096
Opel,Combo-e Life 50 kWh,135,50.0,180.0,260,235,11.3,80.0,CCS,750,775,5,FWD,N - Passenger Van,4410,1921,1812,Small Passenger Van,https://ev-database.org/car/2161/Opel-Combo-e-Life-50-kWh,15.35055732,3.257210729,8.143,6.140243154
Opel,Combo-e Life XL 50 kWh,135,50.0,278.0,260,230,11.3,80.0,CCS,750,1050,7,FWD,N - Passenger Van,4760,1921,1818,Small Passenger Van,https://ev-database.org/car/2162/Opel-Combo-e-Life-XL-50-kWh,16.62371928,3.007750501,8.499,5.883045064
Opel,Corsa Electric 50 kWh,150,46.0,216.0,260,290,8.7,78.0,CCS,0,267,5,FWD,B - Compact,4061,1765,1435,Hatchback,https://ev-database.org/car/1941/Opel-Corsa-Electric-50-kWh,10.28559928,4.472272229,7.261,6.335215535
Opel,Corsa Electric 51 kWh,150,48.0,96.0,260,315,8.1,80.0,CCS,0,267,5,FWD,B - Compact,4061,1765,1435,Hatchback,https://ev-database.org/car/1942/Opel-Corsa-Electric-51-kWh,10.28559928,4.666718848,7.261,6.610659689
Opel,Frontera 44 kWh,140,44.0,151.0,120,245,12.1,60.0,CCS,350,460,5,FWD,JB - Compact,4385,1795,1635,SUV,https://ev-database.org/car/2238/Opel-Frontera-44-kWh,12.86920763,3.419013919,7.815,5.630198337
Opel,Grandland 73 kWh,170,73.0,96.0,260,365,9.0,90.0,CCS,1200,550,5,FWD,JC - Medium,4650,1934,1665,SUV,https://ev-database.org/car/3037/Opel-Grandland-73-kWh,14.9735115,4.875275916,8.249,8.849557522
Opel,Grandland 82 kWh,170,82.0,152.0,260,410,9.0,100.0,CCS,1200,550,5,FWD,JC - Medium,4650,1934,1665,SUV,https://ev-database.org/car/3038/Opel-Grandland-82-kWh,14.9735115,5.476337331,8.249,9.94059886
Opel,Mokka Electric,150,51.0,102.0,260,285,9.0,85.0,CCS,0,310,5,FWD,JB - Compact,4151,1790,1534,SUV,https://ev-database.org/car/3051/Opel-Mokka-Electric,11.39806486,4.474443743,7.475,6.822742475
Opel,Zafira-e Life L2 50 kWh,130,46.0,216.0,270,180,13.3,78.0,CCS,1000,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2260/Opel-Zafira-e-Life-L2-50-kWh,18.0823104,2.543922706,8.793,5.231434095
Opel,Zafira-e Life L2 75 kWh,130,68.0,324.0,270,260,14.2,79.0,CCS,1000,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2262/Opel-Zafira-e-Life-L2-75-kWh,18.0823104,3.760581391,8.793,7.733424315
Opel,Zafira-e Life L3 50 kWh,130,46.0,216.0,270,180,13.3,78.0,CCS,1000,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2261/Opel-Zafira-e-Life-L3-50-kWh,19.3523904,2.376967344,9.143,5.031171388
Opel,Zafira-e Life L3 75 kWh,130,68.0,324.0,260,260,14.2,79.0,CCS,1000,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2263/Opel-Zafira-e-Life-L3-75-kWh,19.3523904,3.513777812,9.143,7.437383791
Peugeot,e-2008 50 kWh,150,46.0,216.0,260,270,9.9,78.0,CCS,0,434,5,FWD,JB - Compact,4304,1775,1523,SUV,https://ev-database.org/car/1946/Peugeot-e-2008-50-kWh,11.6351108,3.953550662,7.602,6.0510392
Peugeot,e-2008 54 kWh,150,51.0,102.0,260,300,9.1,85.0,CCS,0,434,5,FWD,JB - Compact,4304,1775,1523,SUV,https://ev-database.org/car/1947/Peugeot-e-2008-54-kWh,11.6351108,4.383284429,7.602,6.708760852
Peugeot,e-208 50 kWh,150,46.0,216.0,260,290,9.0,78.0,CCS,0,265,5,FWD,B - Compact,4055,1765,1430,Hatchback,https://ev-database.org/car/1948/Peugeot-e-208-50-kWh,10.23461725,4.494550102,7.25,6.344827586
Peugeot,e-208 51 kWh,150,48.0,96.0,260,310,8.2,80.0,CCS,0,265,5,FWD,B - Compact,4055,1765,1430,Hatchback,https://ev-database.org/car/1949/Peugeot-e-208-51-kWh,10.23461725,4.689965323,7.25,6.620689655
Peugeot,e-3008 73 kWh,170,73.0,96.0,345,380,8.8,90.0,CCS,1250,588,5,FWD,JC - Medium,4542,1895,1641,SUV,https://ev-database.org/car/2003/Peugeot-e-3008-73-kWh,14.12423469,5.168421624,8.078,9.036890319
Peugeot,e-3008 73 kWh Dual Motor,170,73.0,96.0,511,375,6.4,90.0,CCS,1229,588,5,AWD,JC - Medium,4542,1895,1641,SUV,https://ev-database.org/car/2004/Peugeot-e-3008-73-kWh-Dual-Motor,14.12423469,5.168421624,8.078,9.036890319
Peugeot,e-3008 97 kWh Long Range,170,97.0,152.0,345,500,8.7,135.0,CCS,1200,588,5,FWD,JC - Medium,4542,1895,1641,SUV,https://ev-database.org/car/2005/Peugeot-e-3008-97-kWh-Long-Range,14.12423469,6.867628734,8.078,12.00792275
Peugeot,e-308,170,51.0,102.0,260,300,9.8,80.0,CCS,0,412,5,FWD,C - Medium,4367,1852,1441,Hatchback,https://ev-database.org/car/1744/Peugeot-e-308,11.65435264,4.376047435,7.66,6.657963446
Peugeot,e-308 SW,150,51.0,102.0,260,300,10.0,80.0,CCS,1136,608,5,FWD,C - Medium,4636,1852,1442,Station/Estate,https://ev-database.org/car/1745/Peugeot-e-308-SW,12.38082742,4.119272344,7.93,6.431273644
Peugeot,e-408 58 kWh,160,58.0,237.0,345,375,7.2,70.0,CCS,1043,471,5,FWD,JD - Large,4687,1859,1478,SUV,https://ev-database.org/car/3066/Peugeot-e-408-58-kWh,12.87801057,4.503801241,8.024,7.228315055
Peugeot,e-5008 73 kWh,170,73.0,96.0,345,370,9.7,90.0,CCS,1000,348,7,FWD,JD - Large,4791,1895,1694,SUV,https://ev-database.org/car/2149/Peugeot-e-5008-73-kWh,15.37973283,4.74650638,8.38,8.711217184
Peugeot,e-5008 73 kWh Dual Motor,170,73.0,96.0,511,360,7.0,90.0,CCS,1429,348,7,AWD,JD - Large,4791,1895,1694,SUV,https://ev-database.org/car/2150/Peugeot-e-5008-73-kWh-Dual-Motor,15.37973283,4.74650638,8.38,8.711217184
Peugeot,e-5008 97 kWh Long Range,170,97.0,259.0,345,485,9.6,135.0,CCS,1000,348,7,FWD,JD - Large,4791,1895,1694,SUV,https://ev-database.org/car/2151/Peugeot-e-5008-97-kWh-Long-Range,15.37973283,6.307001628,8.38,11.575179
Peugeot,e-Rifter M 50 kWh,132,50.0,163.0,270,235,11.7,80.0,CCS,750,775,5,FWD,N - Passenger Van,4403,1921,1818,Small Passenger Van,https://ev-database.org/car/2163/Peugeot-e-Rifter-M-50-kWh,15.37694033,3.251622164,8.142,6.140997298
Peugeot,e-Rifter XL 50 kWh,132,50.0,278.0,270,230,11.7,80.0,CCS,750,1050,7,FWD,N - Passenger Van,4755,1921,1837,Small Passenger Van,https://ev-database.org/car/2164/Peugeot-e-Rifter-XL-50-kWh,16.77981014,2.979771499,8.513,5.87337014
Peugeot,e-Traveller L2 50 kWh,130,46.0,216.0,270,180,13.3,78.0,CCS,1000,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2256/Peugeot-e-Traveller-L2-50-kWh,18.0823104,2.543922706,8.793,5.231434095
Peugeot,e-Traveller L2 75 kWh,130,68.0,324.0,270,260,14.2,79.0,CCS,1000,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2258/Peugeot-e-Traveller-L2-75-kWh,18.0823104,3.760581391,8.793,7.733424315
Peugeot,e-Traveller L3 50 kWh,130,46.0,216.0,270,180,13.3,78.0,CCS,1000,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2257/Peugeot-e-Traveller-L3-50-kWh,19.3523904,2.376967344,9.143,5.031171388
Peugeot,e-Traveller L3 75 kWh,130,68.0,324.0,270,260,14.2,79.0,CCS,1000,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2259/Peugeot-e-Traveller-L3-75-kWh,19.3523904,3.513777812,9.143,7.437383791
Polestar,2 Long Range Dual Motor (MY26),205,79.0,324.0,740,455,4.5,125.0,CCS,1500,407,5,AWD,D - Large,4606,1859,1479,Liftback Sedan,https://ev-database.org/car/3152/Polestar-2-Long-Range-Dual-Motor,12.66401737,6.238146847,7.944,9.944612286
Polestar,2 Long Range Performance (MY26),205,79.0,324.0,740,450,4.2,125.0,CCS,1500,407,5,AWD,D - Large,4606,1859,1473,Liftback Sedan,https://ev-database.org/car/3153/Polestar-2-Long-Range-Performance,12.61264204,6.263556814,7.938,9.952129
